Ticker,Description,Revenue (Quarterly QoQ Growth),Revenue (Annual YoY Growth),Gross Profit (Quarterly QoQ Growth),Gross Profit (Annual YoY Growth),Gross Margin (FY),EBITDA (Quarterly QoQ Growth),EBITDA (Annual YoY Growth),Operating Margin (FY),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),Net Income (Quarterly QoQ Growth),Net Income (Annual YoY Growth),Net Margin (FY),Total Assets (Annual YoY Growth),Total Assets (Quarterly QoQ Growth),Total Debt (Quarterly QoQ Growth),Total Debt (Annual YoY Growth),Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Volatility,Volatility Month,Volatility Week,EPS Forecast (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Quick Ratio (MRQ),Price to Book (FY),Price to Earnings Ratio (TTM),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Industry
MDLZ,"Mondelez International, Inc.",-7.18961379,9.66573816,-6.54534781,2.35570155,34.62661925,-14.64566929,-13.46458077,12.11582423,-54.56884608,-35.53824921,1.9617,-54.63719366,-36.81395349,8.62649225,6.06480653,-1.04553073,-4.36811977,17.21518987,-35.77777778,-5.47858942,9.53136906,1.2563199,2.09990372,1.64589298,0.784706,5.99830483,14.74411482,8.88917517,0.43311854,3.3249228,21.71201062,30.95867495,2.62864375,Food: Specialty/Candy
ADP,"Automatic Data Processing, Inc.",0.77270088,9.17609693,2.04687714,13.90448348,48.88631039,5.07553896,17.07153278,25.01748815,10.95108551,17.20740275,8.2078,10.64761169,15.70416087,18.9427166,-19.18114042,-3.2320339,-6.12538831,-1.38413123,-74.46657183,36.79190455,22.21438803,1.57085248,1.78381576,2.83906699,2.109187,7.299325,115.46129304,54.95574177,,25.19620865,25.48462964,24.54170032,4.84668087,Data Processing Services
UBER,"Uber Technologies, Inc.",4.61294344,82.62389,4.6374678,64.13570275,28.68525896,41.78082192,96.4384509,-3.29391097,,-1673.86493705,-4.6493,,-1742.94354839,-28.67584779,-17.18935369,4.98289729,-0.63965885,0.97380214,107.65027322,,1.22345265,4.1894787,3.25258097,3.33924101,0.070476,-1.14931932,-4.88091354,-2.01297129,1.23497394,11.58209379,,50.53901568,2.51807112,Other Transportation
CVS,CVS Health Corporation,4.25845894,10.56810591,1.63946588,5.28608883,16.91951659,2.9328479,6.16452442,5.08136945,-10.72227259,-47.31005746,3.136,-11.00187266,-47.54740834,1.28536775,-1.75928082,4.48794551,7.39820602,-6.93035435,-17.61698172,-14.57605589,4.16683448,1.59302675,1.98429974,1.86425018,2.131804,1.21702925,3.95240349,1.98683374,0.63713608,1.22503703,29.36117936,4.8730361,0.2536446,Drugstore Chains
AMT,American Tower Corporation (REIT),1.69210232,14.47274204,5.09408374,-5.75962048,38.20522635,8.02123092,9.95422757,29.00542428,23.32384412,-32.63483096,3.8159,23.37607736,-31.23028391,16.48570175,-3.85388601,-1.83316138,-0.7637277,-9.53226966,15.39632213,-47.06668216,17.01599276,1.84100688,2.79019944,3.68241481,1.088283,1.08136901,13.21485701,1.47989376,,14.31851681,112.31565839,28.24924446,7.23640307,Real Estate Investment Trusts
SLB,Schlumberger N.V.,2.71772699,22.892407,17.31493099,34.36123348,19.48328483,7.17092338,15.73498965,15.89892824,8.71021776,81.65680473,2.3946,8.7124879,82.93460925,12.21165448,3.91221604,2.20184714,-1.4248219,-14.93912471,6.68425682,-40.11396011,7.45972035,1.81916427,2.61111075,2.57160729,0.841028,9.24298712,22.71422714,13.80765652,1.01636335,4.47538139,19.35338241,24.26408816,2.50937268,Contract Drilling
ADI,"Analog Devices, Inc.",-5.71372968,64.16348036,-9.57917276,63.1325198,54.1905566,-11.18006052,94.88866358,29.37089899,-9.36621917,51.62342348,5.2536,-10.29370249,97.67818691,22.87807352,-3.86017021,-0.39863375,3.76086242,-2.51046854,2.58854578,57.90353154,31.43090372,2.92288956,2.11638216,1.74121772,2.022723,7.52892523,10.347336,8.80644685,1.10235082,2.18109126,21.21893555,21.30827724,6.12533682,Semiconductors
LRCX,Lam Research Corporation,8.56822512,1.424306,13.24510619,0.15461537,45.04740598,17.34620017,-0.90946066,30.35702215,11.59153326,1.40802492,33.2091,10.57409191,-2.04884127,25.88516154,9.22333648,-1.29480685,-5.04443707,0.4700115,-16.27155658,83.16481571,26.84024164,2.51464211,2.78068005,2.68004954,7.058692,21.32301571,51.39038119,31.23397985,1.94147336,9.43401587,19.75178968,17.18758166,4.88611611,Industrial Machinery
ABNB,"Airbnb, Inc.",36.63366337,40.17584149,56.58844765,46.88370391,69.75830456,2938.88888889,170.03185561,22.37171092,459.79381443,,2.7838,455.55555556,,22.53839743,16.99332836,5.84473973,-0.51369863,-3.20442555,-43.0740038,57.32046062,40.54054054,3.8961039,3.48755634,2.89696242,2.113262,11.43081869,44.64833888,30.88125683,1.47181445,13.14942784,33.9551036,19.78046825,8.47785531,Other Consumer Services
PANW,"Palo Alto Networks, Inc.",13.50456157,25.28764882,16.08217639,31.72782066,72.29387613,106.00858369,385.42510121,5.6189882,105.40454109,,1.2846,111.2244898,,6.37921279,18.34154861,2.33301577,-42.46439974,-43.44739988,-5.98653031,46.83855126,38.17372002,1.89881299,2.97356741,2.98474771,1.16273,3.28689912,44.90400327,34.98428611,0.73780937,41.97422017,187.71390269,32.07098662,12.24268864,Packaged Software
SO,Southern Company (The),-11.2962963,26.08695652,3.32056194,7.80487805,24.1447593,3.38063439,5.05836576,19.3274155,-2.78945357,45.49227885,3.2599,-2.78422274,46.80232558,12.06896552,5.76865777,1.75131349,3.04706854,6.60717505,88.8694128,-50.03304693,-7.75008535,1.18423025,2.08794634,1.46539565,1.323125,2.30621349,10.35795121,3.65988756,0.60543807,2.41246545,23.65846743,,2.6505913,Electric Utilities
EOG,"EOG Resources, Inc.",-2.1075192,49.71937099,-10.29581252,82.88003611,54.72813239,-6.11486486,57.41508602,47.45018575,-22.83898674,65.50968534,13.2181,-23.23282254,66.3593482,26.20398514,8.1990794,1.1261426,-0.59894586,0.86338243,-53.64806867,23.3151184,20.5775076,2.15416767,2.11394314,1.89894309,2.996219,21.86974104,35.85414565,31.00893906,2.02385419,2.95757504,8.40296496,9.06119199,2.88700892,Oil & Gas Production
MU,"Micron Technology, Inc.",6.87633262,-49.47655894,34.88023952,-108.27897642,-7.43243243,81.35048232,-84.79715724,-33.39124839,24.64947204,-168.92823931,-5.3367,24.57805907,-167.14631058,-37.53539254,-3.06111673,-2.17113276,0.63982746,84.78088701,21.14508783,-296.43545279,-39.36293436,2.88841593,2.66613943,3.44793856,-1.023755,-8.93692976,-12.40707456,-10.13597463,2.69821616,1.63853851,,,4.63930502,Semiconductors
NOC,Northrop Grumman Corporation,2.07811195,2.62147083,0.04901961,2.83434232,20.4196492,3.33333333,0.67209776,9.8382602,15.77477461,-27.72645419,31.4653,15.39408867,-30.10706638,13.37631823,2.76192489,-1.56328795,-6.43264326,2.34017875,41.30081301,-31.87732342,4.00524561,1.16714943,2.1158517,2.04689887,5.885696,10.66085428,31.27448027,15.86105027,1.12508491,4.71791216,15.4796558,34.20315797,1.84963181,Aerospace & Defense
SNPS,"Synopsys, Inc.",6.30105684,20.72744078,7.14584728,16.37509851,75.83769231,9.68679787,44.48217106,23.52969599,23.03549155,30.68646796,6.2919,23.2098494,29.97666056,19.41782842,7.60748652,1.35331046,-0.10725819,-1.55916535,-21.47886034,14.54422107,31.60023327,1.36703297,2.47776529,2.17825268,3.037987,10.74336389,17.88870495,16.17645161,1.09360465,12.60112337,68.38270568,44.15846658,12.77849749,Packaged Software
DUK,Duke Energy Corporation (Holding Company),-9.59318307,16.84334511,-15.11627907,9.6442468,27.42630701,-5.85802895,8.55418278,22.33036707,-130.54856568,-35.80226937,3.174,-127.36318408,-34.74923234,13.46287542,5.26300681,0.69506187,2.33708565,11.65931764,50.87191822,-293.48298335,-18.88904338,1.73244608,2.13941934,1.78029764,1.915534,2.21699545,7.96915954,3.35373443,0.51729496,1.41789915,48.54439187,,2.30483358,Electric Utilities
ITW,Illinois Tool Works Inc.,-1.05547374,10.21791768,-0.88235294,9.18909652,39.97614863,5.13513514,8.05248263,23.78860156,2.79189865,14.6867109,9.765,2.3872679,12.62063846,19.0434346,-4.07414319,-1.64196269,-1.89734858,0.86283467,21.41843972,-14.37417072,12.15164449,1.83795443,1.93097733,2.86341614,2.391177,20.55452141,104.62101064,33.52508789,1.12732295,22.04681869,21.66126465,23.89054928,4.2021836,Industrial Machinery
EQIX,"Equinix, Inc.",2.11166424,9.43690435,3.39418728,8.53751715,60.01120218,11.2745675,5.52747539,19.45990017,32.77269018,38.64075915,7.6703,33.21450997,40.81520859,9.69550249,8.56789239,0.37272216,1.18457516,9.85176214,49.25627679,,11.26011868,2.10402783,2.38265101,3.02984076,2.073577,2.85319234,7.55490704,3.11502746,,5.81597904,77.72745366,136.51096018,8.55965779,Real Estate Investment Trusts
WM,"Waste Management, Inc.",1.54327017,9.85444203,5.59490085,11.30470857,27.2413443,4.86991328,9.18327472,17.45354858,8.27974809,25.58334498,5.3928,7.80487805,23.23788546,11.36155955,7.52684541,1.01537294,0.40343571,11.34405514,15.68627451,-19.92604766,9.89440552,1.34282178,1.82877507,2.5518615,1.5321,7.47863248,33.09455587,10.76973285,0.8029872,9.70375382,28.79968892,39.5795009,3.28322806,Environmental Services
GD,General Dynamics Corporation,4.12726556,2.43832696,5.80727505,3.33957553,16.8041211,8.21214713,0.83118939,10.68591875,12.50462176,5.52255607,12.1868,12.3655914,4.08351243,8.60253254,3.0195914,0.68850054,-4.24902046,-10.34635879,110.78998073,2.39361702,8.79285406,0.83408044,1.73053541,1.54492965,4.210979,6.31110177,17.5600936,11.22003432,0.90821952,3.5324075,19.97693233,21.25916151,1.58411651,Aerospace & Defense
CDNS,"Cadence Design Systems, Inc.",4.76305552,19.19100314,3.82468281,19.1624355,89.04761691,1.6337667,31.01866792,30.14671571,15.24691358,23.69275153,3.087,15.01492402,21.98374895,23.83546367,17.11629782,5.35876538,0.03854747,92.53968915,-5.05263639,8.01604774,31.40841021,1.38304791,2.63285719,2.92226509,1.335,18.41704888,32.89705879,26.90512293,1.31372675,23.05375601,66.13569658,51.18954248,16.12438474,Packaged Software
HUM,Humana Inc.,0.01869718,11.08693573,,,,,,4.53713868,-22.31770965,-2.59674943,22.0782,-22.59887006,-4.3300375,3.01973698,-2.28613569,3.06521104,1.15417743,-11.13043478,-54.95049505,266.49048626,3.73108629,1.13388488,1.82764346,1.66945589,7.163009,6.54175744,20.9008786,12.66686666,,4.15360511,18.99009576,5.23726693,0.64485112,Managed Health Care
KLAC,KLA Corporation,1.62640632,13.72673876,3.76635596,11.18168351,58.993643,4.20690055,10.38958805,38.35341175,8.7198665,10.20202389,24.1543,8.2846226,1.97091523,32.37008897,11.71119071,0.45823169,0.04609829,-10.49809538,-7.35286768,10.74179588,31.8056608,2.47771166,2.87958558,3.10022147,5.83325,22.76305861,121.85717588,35.42812597,1.38726284,21.26033264,20.34739343,19.34756401,6.13282066,Electronic Equipment/Instruments
APD,"Air Products and Chemicals, Inc.",-5.19342541,23.02997423,4.77277669,7.1922942,26.46424241,5.56574924,4.54918381,18.56229428,35.36560664,10.58322915,10.0832,35.42519327,10.58261041,17.66618895,1.2412879,5.07586104,2.60099046,1.31034651,-29.54915807,-71.97474168,1.92213805,0.7833228,1.7749012,1.25284283,3.114275,7.45688438,15.67999309,9.93110555,1.18805887,4.68754061,28.39073058,,4.76770371,Chemicals: Specialty
CL,Colgate-Palmolive Company,1.92866031,3.13414844,3.29630957,-1.38929369,56.4924584,1.77065767,-7.02386312,19.95324762,41.71220401,-16.65687542,2.128,41.03585657,-17.5900277,9.93488061,4.59441489,-1.13391261,-2.94804761,18.35822801,84.20074349,-32.55982596,10.35231257,2.8467587,1.66995219,2.03244554,0.848557,9.8172033,517.78140294,18.11437051,0.74445893,152.69042049,38.56866437,23.89902166,3.18845121,Household/Personal Care
VMW,"Vmware, Inc.",3.99755874,3.88296631,5.23700306,2.95604081,80.87640449,37.8125,10.01011122,15.20599251,111.73410405,-28.39073524,3.0855,112.94642857,-27.8021978,9.84269663,8.93081322,5.31497351,-0.20085582,-16.77905881,-78.72340426,-3.04709141,28.83895131,3.04347826,3.01674067,2.9738763,1.727439,4.73817119,106.14067734,11.37569303,0.86525324,39.25790541,42.64603669,13.14002162,4.50101255,Packaged Software
HCA,"HCA Healthcare, Inc.",2.21927999,2.52076525,-9.04347826,-6.45794586,15.02996696,-6.59484166,-4.06192642,15.02996696,-8.64445118,-9.49155907,19.1505,-9.55574183,-18.87579068,9.36861853,3.3423988,1.85655111,0.94260887,9.45923869,7.94165316,-23.31846897,6.8517258,2.22517212,2.52516429,3.74372907,5.074084,10.77748343,,15.88307214,0.98847425,-22.44588018,11.0073297,14.09282172,0.97638118,Hospital/Nursing Management
SHW,Sherwin-Williams Company (The),-1.98538602,11.05211436,1.52839188,9.99563045,42.05220124,-8.55852627,11.22594832,13.76321172,-2.6290896,10.54411048,7.7162,-4.05694847,8.35121219,9.12054323,9.32563012,-0.69757102,-3.73317559,8.80787097,13.20383135,-26.09058927,7.58818722,3.02938895,2.37306949,3.27299838,1.769392,10.69119984,75.85374267,17.61685578,0.59706788,19.52871218,24.96560149,21.07240158,2.62538067,Industrial Specialties
FDX,FedEx Corporation,-1.13543092,-3.58991359,-10.10871638,-4.96355432,21.25894293,-6.3687544,-9.33002954,5.92091398,-29.88159809,7.90619275,15.4922,-29.8828125,3.84917518,4.39909046,1.33613973,0.49688443,-0.30261922,3.05963327,-44.4772593,-12.8706419,2.96600299,2.02994718,2.2455582,2.84043233,4.137891,4.80847972,16.13577428,6.82363147,1.32184491,2.2464639,14.2254835,18.00729565,0.66891674,Air Freight/Couriers
MPC,Marathon Petroleum Corporation,4.83475956,48.11775216,-17.92896876,229.63017103,12.71059855,-17.08132971,202.06253284,11.14812498,-12.82244831,945.33219318,28.1163,-18.25863336,745.45454545,8.13703773,5.30729856,-0.68361731,0.080583,3.73550401,-2.69444444,381.38812155,7.85802459,1.73287671,2.21523353,2.29462953,7.746603,13.83455527,48.71587851,23.76050105,1.29835108,2.39162891,5.297302,4.86589246,0.39070344,Oil Refining/Marketing
CSX,CSX Corporation,-3.43336037,18.61523718,-12.00274348,12.08167896,39.91112906,-9.56989247,10.73111415,38.9483606,-13.94875966,16.04938272,1.9458,-15.06024096,10.1824914,28.04820575,3.48599767,1.53577407,3.02288914,10.03075467,50.15151515,5.3808948,23.47000606,2.42718447,2.06848732,2.42454546,0.44167,9.14950293,30.99419916,12.49107085,0.99931834,4.81657386,15.61288953,18.80095619,3.99745631,Railroads
EPD,Enterprise Products Partners L.P.,-14.46404123,39.45745162,-10.97780444,-4.17129733,11.15615512,-8.06229959,-2.22795719,10.7404085,-9.90052108,18.58614905,2.4743,-9.79680697,18.32981938,9.39138835,0.86407961,0.6297435,0.20318903,-4.05380597,20.31746032,-2.5664499,10.64897875,2.42057489,1.01151371,0.9835924,0.639732,7.80699023,20.40731347,9.98823497,0.67298534,2.16501646,10.75197408,12.49372016,1.12377505,Oil & Gas Pipelines
CHTR,"Charter Communications, Inc.",-0.54908851,4.52768856,0.58400719,13.67562846,43.36011255,-1.28875607,4.68316832,22.66298915,2.58720316,27.51424803,30.7419,2.61651676,8.61624409,9.35729888,1.37943539,0.73275418,-0.17605813,6.41745151,106.07966457,-35.50674105,10.27174114,4.91953775,2.4939675,4.1252139,8.912968,3.23401676,46.98053735,4.44398169,0.3260198,6.37933476,12.43697232,18.18337138,1.061613,Cable/Satellite TV
ORLY,"O'Reilly Automotive, Inc.",3.30275982,8.12074195,3.54076667,5.05342972,48.84229271,5.29925953,1.9042138,20.55600124,4.85850948,7.55059186,33.4449,3.58037187,0.36795192,15.07752331,7.51079735,2.07292924,3.64324902,11.5649067,-18.09621234,-6.49491021,17.93846713,2.04223918,1.93882297,2.33766654,9.059295,18.012106,,45.48674154,0.09528709,-55.0235775,24.89799392,23.78617534,3.62987921,Specialty Stores
MAR,Marriott International,8.19234194,49.90979288,19.06412478,68.29360575,21.41241034,18.6746988,82.35014272,16.72363164,-2.21026252,116.86342662,7.2376,-4.09511229,114.55868972,11.35127329,-2.8881149,0.90093714,5.26496019,-1.59845424,-30.3030303,104.32595573,9.77711452,1.9964038,2.08975313,1.88504799,2.104293,11.21081647,359.94832041,25.06748245,,102.89437421,21.22393043,23.46292927,2.50328557,Hotels/Resorts/Cruise lines
PYPL,"PayPal Holdings, Inc.",3.80707027,5.84875396,1.73035328,5.67252911,47.30189237,0.86956522,-15.22754802,13.23920757,31.75010697,-40.57237142,2.089,29.43396226,-41.97649316,8.94071555,3.84417503,-3.37755552,0.43902876,17.78797146,-135,-5.98306333,18.87566529,2.08333333,2.49702408,2.33500514,1.228788,5.34815505,20.67058943,13.29722145,1.29628299,2.84420258,14.18114768,16.55831332,2.00797699,Miscellaneous Commercial Services
PXD,Pioneer Natural Resources Company,-0.80487274,36.45215445,-13.70328426,56.1732007,43.7828084,-9.14893617,42.41352636,42.41305774,-9.008,260.99282547,31.0952,-9.76210008,270.56318031,32.11122047,-6.18019552,-1.70317649,-9.35217529,-26.40714742,-60.9403255,163.88888889,29.99917979,0.99819654,2.15475628,1.97664458,5.576849,15.86922179,25.22821577,20.68730861,0.59206002,2.50098588,10.18186159,11.693158,2.83496567,Oil & Gas Production
SCCO,Southern Copper Corporation,8.90598513,-8.10491947,18.26768273,-26.32344151,45.39057913,15.47887197,-23.85353146,44.14653808,13.14600395,-22.32994242,3.4129,13.15068493,-22.33081157,26.25921834,-5.57559461,0.15053573,-1.38116465,-4.84063291,44.54645611,-45.47219199,18.45161676,1.61920715,2.60982249,3.41205169,0.837881,16.93246633,37.65249876,19.66061466,2.93785531,6.86823827,19.26192136,18.08659631,5.3283472,Other Metals/Minerals
MCO,Moody's Corporation,-1.47255689,-12.06175619,-1.02564103,-18.5013876,64.44769568,0.61255743,-24.92744276,36.5215801,3.23762086,-36.86528783,7.4391,3.18302387,-37.9403794,25.12801756,-2.25476839,-3.40344429,-5.21376434,-1.37965634,-28.15884477,-35.53542888,22.12874909,1.9808606,2.07109592,2.80429427,2.359131,10.75719872,55.56371649,14.77683368,1.77919788,21.85307502,36.55029802,30.80129248,9.65566189,Financial Publishing/Services
OXY,Occidental Petroleum Corporation,-7.24922731,39.63870272,-22.49710089,124.19779064,47.02507379,-8.45641471,53.24322283,36.64248476,-37.42637516,686.44261256,12.4022,-31.90135243,471.84256055,36.46870604,-4.73666102,-0.56005587,-1.81027224,-31.66710544,1.06458481,62.78424114,33.96408573,1.63662885,2.24585492,1.82640307,0.88118,9.29858341,23.74738765,13.58749171,0.72867489,2.73814294,10.50485833,7.05187821,1.88786551,Oil & Gas Production
ANET,"Arista Networks, Inc.",7.96040407,48.61787691,9.89699282,42.26530602,61.07068434,8.38809212,62.85420942,34.96228297,12.37076133,62.25748889,4.2737,12.69540155,60.84195354,30.86853019,18.15317619,8.52405375,-6.49111067,-16.89944679,14.54702699,-52.87986795,10.22910956,2.35408672,3.44743988,4.08721485,1.580086,24.40220559,34.66249987,34.30256784,2.83151265,11.010381,32.35207264,58.70303305,10.5416259,Computer Peripherals
MNST,Monster Beverage Corporation,9.18407468,13.89007592,8.50621875,2.12493884,50.30172475,7.14577646,-10.97074951,25.11025899,4.02344791,-13.09690465,1.1174,4.1331609,-13.49215049,18.88154903,6.39676095,4.73720999,11.42973981,62.99148332,-22.89769106,-37.13553616,11.07538365,1.64780623,2.38192621,1.63044034,0.398575,16.46227997,19.59470445,19.51675409,4.13502813,7.50769505,37.31707317,39.69178599,7.99928854,Beverages: Non-Alcoholic
CMG,"Chipotle Mexican Grill, Inc.",-1.70403145,14.41078852,-6.66362787,22.23572522,20.56009901,-8.23734605,34.68376229,14.15979474,-8.14167769,39.89407455,32.0398,-8.35981158,37.6911226,10.41270685,4.53320063,4.75420179,3.34591738,5.99651054,-21.56091251,0.52512726,9.77474251,2.14050962,1.97314052,2.7215753,9.583375,15.89223386,44.89629716,18.75004356,1.49779858,22.11363641,44.97150504,37.82444465,5.50213377,Restaurants
ROP,"Roper Technologies, Inc.",2.10292581,11.12995987,2.73638834,10.13029698,69.86112662,2.84100081,11.43223162,28.37968651,-5.24796954,8.05616788,11.1273,-5.06925208,8.36144798,18.34766745,13.77630841,2.64963365,3.18327058,-15.36784808,102.66009852,-64.98437027,12.92862728,1.37809336,1.59919816,2.33618986,4.326429,4.70930984,8.01514735,5.72762113,0.49134284,3.18945682,40.8159637,36.09702596,8.65276154,Packaged Software
CTAS,Cintas Corporation,2.53270889,12.23903518,1.31275614,14.89772444,47.33980666,5.46817208,11.31086911,20.44817644,11.03781223,11.44970693,12.9869,11.20115514,9.18345024,15.22892671,4.73213508,-1.23678272,-0.22627851,-10.10796236,-48.44770839,-2.33223563,14.3686274,0.79952931,1.52070292,1.27896322,3.49,16.20444897,37.65610671,21.93508272,1.17514816,13.12438853,37.48101475,40.69126521,5.74195337,Other Consumer Services
VTR,"Ventas, Inc.",2.70254213,7.86795844,-3.07796939,-0.68679605,18.31537058,12.9084025,2.6333292,12.91724557,489.86175115,-200.15760441,-0.1271,490.58628761,-196.81480575,-1.1490623,-2.26535661,4.48731542,8.18851742,2.90018355,30.06073078,7.8789968,22.4340204,1.67524231,2.20941313,2.08988171,-0.018571,0.3106983,0.75393861,0.3353923,,1.64595542,220.28451001,18.82732807,3.95485453,Real Estate Investment Trusts
EMR,Emerson Electric Company,5.03060953,7.66741622,9.91044776,7.90968278,39.6821354,12.57995736,14.26789723,18.04289135,-255.13748191,41.59088534,5.4184,-255.13307985,40.29526704,16.45866232,44.33340077,22.20377901,-16.60359508,50.22812111,11916.66666667,-20.14028056,12.17971576,1.5012606,1.72101639,1.70116032,1.308351,5.38077941,14.19799214,9.19380628,2.06758391,4.9872978,,23.68137636,3.03526127,Electronic Equipment/Instruments
TGT,Target Corporation,-2.16807519,2.93854063,0.44073666,-14.60728971,22.45784457,-4.11027569,-43.3490364,3.58687683,-12.03040491,-57.56501014,5.9824,-12.10526316,-59.97696516,2.54765396,-0.8845775,2.02492809,0.02613559,25.54199308,,-129.71855934,-1.38379765,1.87617261,2.55565298,2.45459836,1.469033,6.38366327,29.87335046,11.98181237,0.17659839,4.39485405,14.70838363,30.36979486,0.45916853,Specialty Stores
